Target,x1,x4,x6,x7,x8,x9,x10,x11,x14,x15,x16,x17,x19,x20,x21,x22,x23,x24,x25,x26,x27,x28,x29,x30,x31,x32,x33,x34,x35,x36,x37,x38,x39,x40
1.08,103.121,42,0.304406032,-0.481187508,0.481187508,0.304406032,9.729722222,-0.837962963,3.126006652,70.09004635,5.86180732,4.217269206,3.125897658,2.100216227,2.100216227,1.575146573,1.575146573,0.496595702,0.496595702,0.275437576,0.275437576,-0.57,19.09358393,6.43,2.577420843,5.43,42.12972392,10.84019487,0,0,0,0,5.969305288,4.794537184
1.07,86.138,36,0.007722976,-0.314205753,0.314205753,0.007722976,3.222222222,1.138888889,2,21.01955001,4.242640687,3.828427125,3,2.414213562,2.414213562,1.5,1.5,0.957106781,0.957106781,0.603553391,0.603553391,-0.08,34.39946188,4.088918919,2.157216947,0.953692476,37.92797058,10.63357721,0,0,0,0,0,0
1.07,85.15,36,-0.00489114,-0.316732581,0.316732581,0.00489114,3.284722222,1.25,2,19.40990953,4.242640687,4.035533906,3,2.707106781,2.707106781,1.810660172,1.810660172,1.207106781,1.207106781,0.801776695,0.801776695,-0.04,34.39946188,4.127785235,2.189674339,0.976756002,38.74305052,5.316788604,0,0,0,0,0,0
1.02,95.101,36,0.118146243,-0.507849532,0.507849532,0.118146243,8.592222222,0.259259259,3.02146531,138.0075042,5.112884175,3.703828268,3.39384685,1.984021513,1.984021513,1.205412485,1.205412485,0.66272508,0.66272508,0.344045215,0.344045215,-1.05,47.19725257,4.118067227,1.598931215,0.891824957,41.44528485,5.106527395,5.749511833,0,0,0,0,4.983978521
1.02,95.101,36,0.210155666,-0.493268448,0.493268448,0.210155666,8.521111111,0.071759259,3.02146531,138.0075042,5.112884175,3.703828268,3.39384685,1.99408762,1.99408762,1.187936379,1.187936379,0.649279876,0.649279876,0.35374503,0.35374503,-1.05,47.19725257,4.118067227,1.598931215,0.891824957,41.44528485,5.106527395,0,0,5.879988336,0,0,0
1,132.115,52,0.302855791,-0.481230228,0.481230228,0.302855791,9.787861867,-0.947916667,3.102825942,104.1264024,7.276020882,4.832244115,4.125897658,2.562568667,2.562568667,1.641030477,1.641030477,0.781284334,0.781284334,0.390839798,0.390839798,-1.06,65.14695103,7.94,3.884108522,6.94,52.11053119,10.21305479,0,0,0,0,11.93861058,9.589074368
1,101.149,42,0.059350098,-0.378793176,0.378793176,0.059350098,5.098194444,0.913194444,2.12291795,50.04184398,5.112884175,4.683889011,3.39384685,2.657019397,2.657019397,1.915648361,1.915648361,1.234690682,1.234690682,0.654638547,0.654638547,-0.08,47.19725257,5.064508671,2.284554637,1.450252015,44.06656723,9.636772685,0,0,0,0,0,0
0.97,75.067,30,0.403708139,-0.453034131,0.453034131,0.403708139,9.368055556,-0.74537037,2.847378923,42.91260938,4.28445705,2.89384685,2.27005561,1.105171716,1.105171716,0.523159739,0.523159739,0.201184464,0.201184464,0,0,-0.73,9.651484454,4.27,1.575810398,3.27,29.71915117,10.47053043,0,0,0,0,6.093240071,0
0.96,109.128,42,0.249737386,-0.318609973,0.318609973,0.249737386,10.58194444,0.034722222,3.346607391,225.9701865,5.983127663,4.664862963,3.804530453,2.421818563,2.421818563,1.649780845,1.649780845,1.007212996,1.007212996,0.507693185,0.507693185,-1.05,72.49526583,5.093884892,1.820041509,0.7801053,47.3874868,4.567099648,0,0,5.559266895,0,0,4.794537184
0.93,94.497,30,0.317936442,-0.480354252,0.480354252,0.317936442,9.236111111,-0.979938272,2.847378923,42.91260938,4.28445705,2.44053314,2.27005561,1.048545575,1.583068059,0.527369164,0.794630406,0.114315903,0.342947709,0,0,-0.24,9.651484454,4.76,2.025957447,3.76,34.36321522,5.106527395,5.880003445,0,0,0,5.969305288,4.794537184
0.85,89.094,36,0.403975834,-0.450008128,0.450008128,0.403975834,9.599305556,-0.710648148,2.83125711,52.7548875,4.991563832,3.600953631,2.77005561,1.692705341,1.692705341,0.752048296,0.752048296,0.286596466,0.286596466,0.142258898,0.142258898,-0.73,14.83446686,5.27,2.504192037,3.27,36.08409328,10.47053043,0,0,0,0,6.093240071,0
0.81,155.197,62,0.334223654,-0.465624372,0.465624372,0.334223654,10.99523148,-0.197638889,2.573324204,186.5310796,8.267584714,6.962380789,5.236382105,3.696642524,3.696642524,2.747402322,2.747402322,1.789402753,1.789402753,1.172546641,1.172546641,-0.83,328.9915143,8.268328417,3.528920697,2.048502439,66.63331264,9.636772685,0,0,0,0,5.969305288,0
0.81,110.112,42,0.118763674,-0.50782333,0.50782333,0.118763674,8.653055556,0.087962963,3.077660438,166.3883389,5.983127663,4.203828268,3.7876937,2.268580801,2.268580801,1.519852103,1.519852103,0.829737489,0.829737489,0.49303061,0.49303061,-1.18,64.0524865,4.966627566,1.738120536,0.904141896,47.01987062,10.21305479,11.49902367,0,0,0,0,0
0.76,79.102,30,0.026728768,-0.264736971,0.264736971,0.026728768,3.784722222,1.75,3,75.86113959,4.242640687,3.333964941,3,1.849731113,1.849731113,1.024563865,1.024563865,0.566487409,0.566487409,0.312602027,0.312602027,-0.85,34.39946188,3.344174757,1.552582713,0.549000848,36.6510511,0,0,0,0,0,0,4.983978521
0.74,100.165,42,0.016423873,-0.313931401,0.313931401,0.016423873,3.319444444,0.674768519,2.12291795,48.04184398,5.112884175,4.698670613,3.39384685,2.834933866,2.834933866,2.059295861,2.059295861,1.24509976,1.24509976,0.797693978,0.797693978,-0.08,47.19725257,5.064508671,2.284554637,1.450252015,44.2929127,10.63357721,0,0,0,0,0,0
0.64,180.156,72,0.218264691,-0.39065918,0.39065918,0.218264691,9.24337963,-2.168009259,2.705837489,162.1173001,9.353371151,6.290580638,5.509854462,3.524373995,3.524373995,2.816708822,2.816708822,1.910460047,1.910460047,1.03007608,1.03007608,-0.24,431.7698706,9.845034014,3.249570652,1.445817625,68.64284444,30.26949993,18.31189916,0,5.787111153,0,0,0
0.62,110.112,42,0.156883181,-0.504260125,0.504260125,0.156883181,8.669259259,-0.076388889,3.134861511,162.6383389,5.983127663,4.203828268,3.804530453,2.274563865,2.274563865,1.488714335,1.488714335,0.881731844,0.881731844,0.464163097,0.464163097,-1.18,72.49526583,4.966627566,1.738120536,0.729374857,47.01987062,10.21305479,0,11.49902367,0,0,0,0
0.61,122.127,46,0.24976195,-0.36555064,0.36555064,0.24976195,10.38314815,-0.441574074,2.981454614,207.5576621,6.690234444,4.742213232,4.304530453,2.503213995,2.503213995,1.60595117,1.60595117,0.946054734,0.946054734,0.508512197,0.508512197,-1.38,129.2253387,5.751233596,2.259334201,1.2528322,52.51740601,5.733667477,0,0,5.907179729,0,0,9.778515705
0.59,96.089,36,0.25010594,-0.313175949,0.313175949,0.25010594,10.17388889,-0.115740741,3.275329776,175.3862124,5.112884175,3.587512694,3.39384685,1.881205527,1.881205527,1.102496846,1.102496846,0.593320831,0.593320831,0.302763563,0.302763563,-1.12,47.19725257,4.050068027,1.552052461,0.855121687,40.03222118,4.983978521,0,0,0,5.559266895,0,4.794537184
0.58,58.08,24,0.119214944,-0.303414233,0.303414233,0.119214944,9.173611111,0.638888889,2.296835262,17.2451125,3.414213562,2.692705341,1.914213562,1.351057332,1.351057332,0.574914957,0.574914957,0.166666667,0.166666667,0,0,-0.33,6.854752972,3.67,2.67,1.67,25.63065736,4.794537184,6.286160523,0,0,0,0,0
0.58,60.052,24,0.292299261,-0.471221447,0.471221447,0.292299261,8.951388889,0.375,2.296835262,18,3.414213562,2.39384685,1.914213562,0.879652811,0.879652811,0.331927305,0.331927305,0.096225045,0.096225045,0,0,-0.53,6.854752972,3.47,2.47,1.47,24.37926047,4.736862954,0,0,0,6.472220865,0,4.794537184
0.57,56.064,22,0.141745822,-0.29858709,0.29858709,0.141745822,9.055555556,0.638888889,2.732050808,24.26466251,3.414213562,2.27005561,1.914213562,0.977283884,0.977283884,0.371785024,0.371785024,0.096225045,0.096225045,0,0,-0.59,6.854752972,3.41,2.41,1.41,24.94105432,0,6.286160523,0,0,0,0,4.794537184
0.56,72.107,30,0.04663817,-0.381449382,0.381449382,0.04663817,4.944444444,1,2.083333333,15.21928095,3.535533906,3.236675415,2.5,2.077350269,2.077350269,1.319479217,1.319479217,0.827350269,0.827350269,0.510310363,0.510310363,-0.04,22.88643539,3.161612903,1.410312175,0.618363684,31.94179145,4.736862954,0,0,0,0,0,0
0.52,72.107,30,0.129065033,-0.300042385,0.300042385,0.129065033,9.8125,0.25462963,2.847378923,38.91260938,4.28445705,3.615355072,2.27005561,1.764784317,1.764784317,1.055568494,1.055568494,0.497890958,0.497890958,0,0,-0.33,9.651484454,4.67,1.942479564,3.67,31.99559947,4.794537184,5.783244946,0,0,0,0,0
0.49,114.192,48,0.016445415,-0.311454563,0.311454563,0.016445415,3.369212963,0.658518519,2.192377158,54.92878689,5.983127663,5.568914101,3.7876937,3.25565417,3.25565417,2.618591722,2.618591722,1.544998121,1.544998121,0.900259885,0.900259885,-0.08,70.79892376,6.046262626,2.464484912,1.456225286,50.65785481,10.63357721,0,0,0,0,0,0
0.48,76.095,32,0.145448324,-0.358682481,0.358682481,0.145448324,4.46875,0.388888889,2.190609687,12.36452798,4.121320344,3.523603362,2.414213562,1.39384685,1.39384685,0.695201399,0.695201399,0.23570226,0.23570226,0.11785113,0.11785113,-0.08,11.2451125,4.92,3.92,3.92,31.69622572,9.473725908,6.792942306,0,0,0,0,0
0.45,107.156,42,0.037536012,-0.258488086,0.258488086,0.037536012,4.173611111,1.087962963,3.077660438,164.2466295,5.983127663,5.179264403,3.7876937,2.691230531,2.691230531,1.920349576,1.920349576,1.027560864,1.027560864,0.679335151,0.679335151,-0.85,64.0524865,5.28986014,1.948262116,1.059403088,49.38093533,0,0,0,0,0,0,4.983978521
0.4,107.156,42,0.037236297,-0.261334841,0.261334841,0.037236297,4.078703704,1.079259259,3.032455532,143.2466295,5.983127663,5.179264403,3.7876937,2.681164425,2.681164425,1.976930536,1.976930536,1.059247121,1.059247121,0.541748329,0.541748329,-0.85,70.79892376,5.28986014,1.948262116,1.059403088,49.38093533,0,0,0,0,0,0,4.983978521
0.39,150.13,60,0.183115006,-0.3878997,0.3878997,0.183115006,8.87662037,-1.413194444,2.515835979,102.6059378,7.723614639,5.21361053,4.625897658,2.965421244,2.965421244,2.272429169,2.272429169,1.474040131,1.474040131,0.790638472,0.790638472,-0.2,171.9622554,7.902040816,2.811342155,1.277891156,57.48366857,25.16297253,18.31189916,6.290026729,0,0,0,0
0.38,107.156,42,0.037478544,-0.261592054,0.261592054,0.037478544,4.04,1.087962963,3.077660438,164.2466295,5.983127663,5.179264403,3.7876937,2.681164425,2.681164425,1.97457319,1.97457319,1.052156145,1.052156145,0.687274039,0.687274039,-0.85,64.0524865,5.28986014,1.948262116,1.059403088,49.38093533,0,0,0,0,0,0,4.983978521
0.38,107.156,42,0.040126459,-0.261334314,0.261334314,0.040126459,4.078703704,1.118055556,3.134861511,160.4966295,5.983127663,5.179264403,3.804530453,2.687147489,2.687147489,1.905710298,1.905710298,1.271166797,1.271166797,0.564625918,0.564625918,-0.85,72.49526583,5.28986014,1.948262116,0.860936931,49.38093533,0,0,0,0,0,0,4.983978521
0.36,190.246,74,0.250231895,-0.315722676,0.315722676,0.250231895,11.63753118,0.165833333,2.146934161,409.9937129,9.543605595,8.070640357,6.843336593,5.248605811,5.248605811,4.356391378,4.356391378,3.384141991,3.384141991,2.741377411,2.741377411,-1.09,2789.306705,8.237481995,2.953088807,1.121434853,82.75039725,9.883888252,0,0,0,5.559266895,0,4.794537184
0.35,180.156,72,0.1109872,-0.387497927,0.387497927,0.1109872,8.973703704,-1.64037037,2.760252076,103.587975,9.464101615,6.147383188,5.464101615,3.549193338,3.549193338,2.94355492,2.94355492,2.099462226,2.099462226,1.212125081,1.212125081,-0.24,416.3143648,9.845034014,3.249570652,1.32667687,68.32353296,30.63916437,36.62379833,0,0,0,0,0
0.32,70.091,28,0.142007666,-0.298576497,0.298576497,0.142007666,9.318055556,0.75,2.924418198,45.60964047,4.121320344,3.140299098,2.414213562,1.479719196,1.479719196,0.661866187,0.661866187,0.27101751,0.27101751,0.07856742,0.07856742,-0.59,11.2451125,4.41,3.41,3.41,31.30599644,0,6.286160523,0,0,0,0,4.794537184
0.31,103.121,42,0.319956343,-0.480086579,0.480086579,0.319956343,9.805324074,-0.928240741,3.343417059,72.09004635,5.86180732,4.217269206,3.180739213,2.165094483,2.165094483,1.352979031,1.352979031,0.757023813,0.757023813,0.174620426,0.174620426,-0.57,27.9770933,6.43,2.577420843,2.16664825,42.12972392,10.84019487,6.041840829,0,0,0,5.969305288,4.794537184
0.3,99.089,38,0.226562085,-0.296438612,0.296438612,0.226562085,10.12152778,-0.148148148,2.553705027,104.8582023,5.276020882,3.730710143,3.2876937,2.115355072,2.115355072,1.47135267,1.47135267,0.857962913,0.857962913,0.50756419,0.50756419,-0.86,46.67048278,4.30286645,1.329581585,0.764845305,40.7011526,0,0,0,11.81435946,0,0,14.90586297
0.28,88.106,36,0.30542353,-0.48104159,0.48104159,0.30542353,9.699074074,-0.740740741,3.257586161,56.56842503,5.154700538,3.932812155,2.64273441,1.871106616,1.871106616,1.492938206,1.492938206,0.49390115,0.49390115,0,0,-0.53,13.60964047,5.47,1.798837034,1.758184438,36.78983322,5.106527395,0,0,0,0,5.969305288,4.794537184
0.23,99.177,42,-0.002177999,-0.306368474,0.306368474,0.002177999,2.392361111,1.319444444,2.12291795,46.14170945,5.112884175,4.982747501,3.39384685,3.079669128,3.079669128,2.363936097,2.363936097,1.579669128,1.579669128,1.052021456,1.052021456,-0.04,47.19725257,5.103678161,2.31410722,1.475062751,45.31796412,4.899909731,0,0,0,0,0,0
0.22,100.117,40,0.136672069,-0.299537265,0.299537265,0.136672069,10.03333333,-0.0625,3.31801959,82.25327665,5.86180732,4.523603362,3.125897658,2.115355072,2.115355072,1.580806902,1.580806902,0.497890958,0.497890958,0.350577045,0.350577045,-0.66,19.09358393,6.34,2.502316273,5.34,42.52206369,0,11.56648989,0,0,0,0,9.589074368
0.15,74.079,30,0.29256542,-0.468195182,0.468195182,0.29256542,9.182638889,0.430555556,2.401715223,26.07403392,4.121320344,3.100953631,2.414213562,1.467186437,1.467186437,0.551566846,0.551566846,0.234708048,0.234708048,0.068041382,0.068041382,-0.53,11.2451125,4.47,3.47,3.47,30.74420259,4.736862954,0,0,0,6.472220865,0,4.794537184
0.15,53.064,20,0.090531375,-0.193121261,0.193121261,0.090531375,7.506944444,1.180555556,2.92178368,48.79398752,3.414213562,2.231670646,1.914213562,0.920530223,0.920530223,0.33322359,0.33322359,0.091287093,0.091287093,0,0,-0.77,6.854752972,3.23,2.23,1.23,25.17211191,0,0,0,0,0,0,0
0.11,86.134,36,0.054739049,-0.37850742,0.37850742,0.054739049,5.152777778,0.546296296,2.18410557,37.20310344,4.405777394,4.106918903,2.89384685,2.509975955,2.509975955,1.823636555,1.823636555,1.157356904,1.157356904,0.738641942,0.738641942,-0.04,33.54887502,4.127785235,1.605659929,0.716242568,38.30673356,4.736862954,0,0,0,0,0,0
0.1,117.148,48,0.404513372,-0.443987351,0.443987351,0.404513372,10.01493056,-0.724537037,3.551252924,93.09201719,6.78445705,5.39384685,3.416502219,2.40104757,2.40104757,2.533470102,2.533470102,0.40677845,0.40677845,0.301776695,0.301776695,-0.73,23.0053905,7.27,2.026419253,5.27,48.81397751,10.47053043,5.601050811,0,0,0,6.093240071,0
0.08,88.15,38,0.058869861,-0.390482852,0.390482852,0.058869861,8.826388889,-0.458333333,3.168489873,33.69332843,5.207106781,4.654320377,2.560660172,2.28426697,2.28426697,2.16598765,2.16598765,0.865220664,0.865220664,0,0,-0.04,12.16479704,5.96,1.605659929,3.96,38.99325324,5.106527395,0,0,0,0,0,0
0.07,108.144,42,0.048456673,-0.324151161,0.324151161,0.048456673,5.099814815,0.9375,2.832085835,147.8745239,5.819990956,4.464101615,3.931851653,2.449358737,2.449358737,1.510362971,1.510362971,0.940455735,0.940455735,0.534377897,0.534377897,-1.02,91.36757728,5.123266476,2.328917406,0.978234136,48.29129202,5.425791397,0,0,0,0,0,5.84267027
0.04,74.123,32,0.045348804,-0.396109844,0.396109844,0.045348804,8.143518519,0.305555556,2.539538861,17.60964047,4.28445705,3.731670646,2.27005561,1.879176595,1.879176595,1.576421036,1.576421036,0.365148372,0.365148372,0,0,-0.04,9.651484454,4.96,2.212525253,3.96,32.62831112,5.106527395,0,0,0,0,0,0
0.04,122.189,44,0.149278047,-0.22886169,0.22886169,0.149278047,10.36805556,-2.657407407,3.885604643,112.6252211,5.914213562,4.638958434,3.121320344,2.324897165,4.14626437,1.320920317,3.962760951,0.879652811,2.638958434,0.204124145,0.612372436,-0.05,26.83874054,6.95,2.306710573,2.622268908,44.45947575,0,9.837253136,0,0,0,0,0
0.02,132.126,48,0.180755932,-0.249660129,0.249660129,0.180755932,3.993703704,0.636574074,2.888051602,280.7246884,6.811554788,5.098255459,4.966326495,2.83382331,2.83382331,1.787928638,1.787928638,1.149714173,1.149714173,0.723931296,0.723931296,-1.58,348.5704618,5.22417957,1.982580224,0.699499318,56.99165958,0,11.84402079,5.647177221,0,0,0,0
0.01,137.142,52,0.264782751,-0.290142928,0.290142928,0.264782751,10.74953704,-0.303333333,2.852627929,221.6943549,7.397341225,5.242213232,4.842535255,2.753213995,2.753213995,1.709350443,1.709350443,1.073603594,1.073603594,0.586622196,0.586622196,-1.42,237.5874173,6.696550117,2.931903402,1.294592269,58.03740422,0,0,0,0,5.907179729,0,15.2043071
0,94.113,36,0.115074819,-0.507966995,0.507966995,0.115074819,8.632222222,0.321759259,3.02146531,134.1073697,5.112884175,3.833964941,3.39384685,2.1342904,2.1342904,1.335549159,1.335549159,0.7561936,0.7561936,0.427994104,0.427994104,-0.98,47.19725257,4.186112957,1.646196216,0.92905918,42.22563687,5.106527395,5.749511833,0,0,0,0,0
-0.01,72.107,30,0.119479781,-0.303403097,0.303403097,0.119479781,9.404861111,0.708333333,2.401715223,24.82892142,4.121320344,3.399812122,2.414213562,1.851057332,1.851057332,0.955341801,0.955341801,0.406526265,0.406526265,0.11785113,0.11785113,-0.33,11.2451125,4.67,3.67,3.67,31.99559947,4.794537184,6.286160523,0,0,0,0,0
-0.02,185.223,74,0.310238435,-0.480911293,0.480911293,0.310238435,10.91148148,-0.856759259,2.214593869,230.8997039,9.585421959,7.680610497,6.109060905,4.737876171,4.737876171,4.131061394,4.131061394,3.522537669,3.522537669,2.769165229,2.769165229,-0.61,1079.834484,8.965150829,2.957470134,1.246017447,77.15694891,10.21305479,0,0,0,0,5.969305288,9.694446915
-0.03,86.134,36,0.046554855,-0.381452424,0.381452424,0.046554855,5.069444444,1,2,19.40990953,4.242640687,3.943782196,3,2.577350269,2.577350269,1.673032607,1.673032607,1.077350269,1.077350269,0.687087058,0.687087058,-0.04,34.39946188,4.127785235,2.189674339,0.976756002,38.30673356,4.736862954,0,0,0,0,0,0
-0.06,128.131,50,0.321648106,-0.32599908,0.32599908,0.321648106,10.6212963,-0.382546296,2.576769558,155.0369846,6.853371151,5.100953631,4.236382105,2.850953631,2.850953631,1.923546631,1.923546631,1.266794106,1.266794106,0.746345376,0.746345376,-1.06,128.0131032,6.065944584,2.045962722,1.011450924,52.6159569,5.316788604,6.041840829,0,0,5.907179729,6.031114512,10.11132579
-0.07,99.089,38,0.251338696,-0.491104596,0.491104596,0.251338696,8.448194444,-0.05787037,3.042002767,141.9783335,5.276020882,3.880025751,3.2876937,1.911262196,1.911262196,1.295761053,1.295761053,0.615527301,0.615527301,0.353269289,0.353269289,-0.99,46.67048278,4.176389351,1.255629293,0.707466182,40.55591254,9.629622332,5.760247419,0,0,5.879988336,0,0
-0.09,119.12,48,0.322663668,-0.480013202,0.480013202,0.322663668,9.855740741,-1.180555556,3.637682548,91.28421252,6.732050808,4.534726289,3.553418013,2.218621903,2.218621903,1.604624513,1.604624513,0.804872614,0.804872614,0.206339345,0.206339345,-0.61,39.36806555,7.39,2.637269225,1.902080656,46.92395767,15.94672227,6.041840829,0,0,0,5.969305288,4.794537184
-0.09,74.123,32,0.043708413,-0.382025836,0.382025836,0.043708413,4.833333333,0.84375,2.190609687,11.11941548,4.121320344,3.822461853,2.414213562,1.991563832,1.991563832,0.781474414,0.781474414,0.40824829,0.40824829,0.204124145,0.204124145,-0.04,11.2451125,4.96,3.96,3.96,32.9476226,4.736862954,0,0,0,0,0,0
-0.1,96.085,36,0.184800866,-0.461564813,0.461564813,0.184800866,9.773842593,0.375,2.962094526,141.1235805,5.112884175,3.625897658,3.431851653,1.919545602,1.919545602,1.133270707,1.133270707,0.659336941,0.659336941,0.358319304,0.358319304,-1.05,66.31310983,4.118067227,1.598931215,0.681577074,40.7521966,4.417150937,0,12.04640794,0,0,0,4.794537184
-0.12,146.153,54,0.181038981,-0.249659717,0.249659717,0.181038981,4.090925926,0.652777778,2.828901216,384.8522869,7.681798276,6.02090519,5.360173345,3.264639126,3.264639126,2.18240438,2.18240438,1.347581423,1.347581423,0.855339326,0.855339326,-1.58,487.8529731,6.1509139,2.229407107,1.022828677,63.35660169,0,11.34110522,5.647177221,0,0,0,0
-0.13,149.215,54,0.321391828,-0.480048071,0.480048071,0.321391828,10.17206019,-1.018518519,4.040215641,118.6166274,7.654700538,5.45737602,3.854059275,2.562021343,3.009234939,2.469571878,3.622197959,1.027146058,1.305316702,0.302170402,0.412610057,-0.22,50.07031062,8.78,2.577201668,2.717424986,59.6497327,10.84019487,6.041840829,0,0,0,5.969305288,4.794537184
-0.14,101.193,44,-0.004743854,-0.304159943,0.304159943,0.004743854,2.375,1.1875,2.992302883,25.65148445,5.698670613,5.568533939,3.346065215,3.070003642,3.070003642,1.619503691,1.619503691,1.341640786,1.341640786,0.670820393,0.670820393,-0.04,34.39946188,6.96,4.127785235,2.63114094,46.32379527,4.899909731,0,0,0,0,0,0
-0.17,67.091,26,0.000495845,-0.367636713,0.367636713,0.000495845,2.861111111,1.875,3.125,60.12481811,3.535533906,2.809401077,2.5,1.577350269,1.577350269,0.884900179,0.884900179,0.496011291,0.496011291,0.277777778,0.277777778,-0.72,22.88643539,2.51364486,0.930799196,0.293363613,30.64056354,4.983978521,0,0,0,0,0,0
-0.17,164.157,66,0.110774857,-0.390221633,0.390221633,0.110774857,8.967037037,-1.46412037,2.625358332,124.9343323,8.593858127,5.829926105,5.03658126,3.440824363,3.440824363,2.84217501,2.84217501,1.971254744,1.971254744,1.183507606,1.183507606,-0.2,256.3467848,8.892592593,3.040025637,1.520844812,63.52929921,25.53263697,18.31189916,0,0,0,0,0
-0.17,254.246,98,0.331703435,-0.393614252,0.393614252,0.331703435,11.99772251,-0.982092309,2.736464368,696.1911961,13.44722928,10.06869225,8.468432913,5.36786505,5.36786505,4.111303225,4.111303225,2.835394139,2.835394139,1.820180194,1.820180194,-1.93,13114.71256,12.52493092,4.389543779,1.749041445,101.3473088,14.78015444,0,11.16387794,0,5.559266895,5.689743398,13.92873648
-0.17,114.148,46,0.052346859,-0.2609087,0.2609087,0.052346859,9.835833333,0.864583333,2.216657972,78.49785514,5.819990956,4.838209387,3.931851653,3.015029718,3.015029718,2.095972936,2.095972936,1.447925586,1.447925586,0.958864704,0.958864704,-0.6,91.36757728,5.535135135,2.644897959,1.183159801,48.61789001,0,0,0,0,0,0,5.008912524
-0.19,86.134,36,0.129329532,-0.300031213,0.300031213,0.129329532,10.04375,0.289351852,2.83125711,47.90013453,4.991563832,4.322461853,2.77005561,2.264784317,2.264784317,1.452015103,1.452015103,0.602062073,0.602062073,0.352062073,0.352062073,-0.33,14.83446686,5.67,2.884132762,3.67,38.36054159,4.794537184,5.783244946,0,0,0,0,0
-0.19,88.106,36,0.302828937,-0.481230516,0.481230516,0.302828937,9.599305556,-0.710648148,2.83125711,49.509775,4.991563832,3.769675448,2.77005561,1.988391115,1.988391115,1.143738543,1.143738543,0.463865471,0.463865471,0.213865471,0.213865471,-0.53,14.83446686,5.47,2.693713647,3.47,36.78983322,5.106527395,0,0,0,0,5.969305288,4.794537184
